name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description
RAMY1	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a
RAMY2	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a
RAMY3	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a
RAMY4	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a
RAMY5	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a
RAMY6	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a
RAMY7	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a
RAMY8	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a
RAMY9	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a
RAMY10	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a
RAMY11	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a
RAMY12	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a
RAH1	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a
RAH2	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a
RAH3	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a
RAH4	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a
RAH5	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a
RAH6	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a
RAH7	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a
RAH8	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a
RAH9	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a
RAH10	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a
RAH11	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a
RAH12	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a
RSTGPH1	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a
RSTGPH2	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a
RSTGPH3	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a
RSTGPH4	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a
